Rok;Miesiąc;Rok;Miesiąc;producent;czy_druga_dawka;kat_wiek;kat_zakazenia;plec; ile_osob 
2021;luty;;;Pfizer;Pierwsza dawka;91< lat;do 14 dni po pierwszej dawce;M; 10 
2021;marzec;;;Pfizer;Pierwsza dawka;91< lat;do 14 dni po pierwszej dawce;M; 25 
2021;kwiecień;;;Pfizer;Pierwsza dawka;91< lat;do 14 dni po pierwszej dawce;M; 13 
2021;styczeń;;;Pfizer;Pierwsza dawka;91< lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 31 
2021;luty;;;Pfizer;Pierwsza dawka;91< lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 53 
2021;marzec;;;Pfizer;Pierwsza dawka;91< lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 67 
2021;kwiecień;;;Pfizer;Pierwsza dawka;91< lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 18 
2021;styczeń;;;Pfizer;Pierwsza dawka;91< lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 23 
2021;luty;;;Pfizer;Pierwsza dawka;91< lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 40 
2021;marzec;;;Pfizer;Pierwsza dawka;91< lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 43 
2021;kwiecień;;;Pfizer;Pierwsza dawka;91< lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 9 
2020;grudzień;;;Pfizer;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 1 
2021;styczeń;;;Pfizer;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 365 
2021;luty;;;Pfizer;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 91 
2021;marzec;;;Pfizer;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 43 
2021;kwiecień;;;Pfizer;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 147 
2021;maj;;;Pfizer;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 492 
2021;czerwiec;;;Pfizer;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 2 076 
2021;lipiec;;;Pfizer;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 1 416 
2021;sierpień;;;Pfizer;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 4 251 
2021;kwiecień;;;Pfizer;Pierwsza dawka;BD;do 14 dni po pierwszej dawce;; 1 
2021;luty;;;Pfizer;Pierwsza dawka;BD;powyżej 14 dni po pierwszej dawce, przed drugą dawką;; 1 
2021;kwiecień;2021;kwiecień;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;K; 1 
2021;czerwiec;2021;czerwiec;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;K; 1 
2021;luty;2021;luty;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;K; 1 
2021;marzec;2021;marzec;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;K; 1 
2021;marzec;2021;kwiecień;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;K; 2 
2021;kwiecień;2021;maj;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;K; 4 
2021;maj;2021;czerwiec;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;K; 2 
2021;czerwiec;2021;czerwiec;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;K; 2 
2021;czerwiec;2021;lipiec;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;K; 2 
2021;lipiec;2021;lipiec;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;K; 5 
2021;lipiec;2021;sierpień;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;K; 1 
2021;luty;2021;luty;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;M; 1 
2021;marzec;2021;kwiecień;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;M; 1 
2021;marzec;2021;maj;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;M; 1 
2021;kwiecień;2021;czerwiec;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;M; 1 
2021;czerwiec;2021;lipiec;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;M; 3 
2021;lipiec;2021;lipiec;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;M; 2 
2021;lipiec;2021;sierpień;Pfizer;Druga dawka;BD;Brak pozytywnego wyniku COVID;M; 4 
2021;styczeń;2021;styczeń;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 9 
2021;luty;2021;luty;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 41 
2021;marzec;2021;marzec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 8 
2021;kwiecień;2021;kwiecień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 5 
2021;maj;2021;maj;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 74 
2021;czerwiec;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 815 
2021;lipiec;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 1 681 
2021;sierpień;2021;sierpień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 870 
2021;luty;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 1 
2020;grudzień;2021;styczeń;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 61 
2021;styczeń;2021;styczeń;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 576 
2021;styczeń;2021;luty;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 4 890 
2021;styczeń;2021;marzec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 44 
2021;styczeń;2021;kwiecień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 3 
2021;styczeń;2021;maj;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 2 
2021;styczeń;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;styczeń;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;luty;2021;luty;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 384 
2021;luty;2021;marzec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 691 
2021;luty;2021;kwiecień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 5 
2021;luty;2021;maj;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;luty;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 2 
2021;luty;2021;sierpień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;marzec;2021;luty;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 2 
2021;marzec;2021;marzec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 51 
2021;marzec;2021;kwiecień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 465 
2021;marzec;2021;maj;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 142 
2021;marzec;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 2 
2021;marzec;2021;sierpień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;kwiecień;2021;marzec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;kwiecień;2021;kwiecień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 49 
2021;kwiecień;2021;maj;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 2 325 
2021;kwiecień;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 1 477 
2021;kwiecień;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 10 
2021;maj;2021;kwiecień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;maj;2021;maj;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 120 
2021;maj;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 65 564 
2021;maj;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 11 347 
2021;maj;2021;sierpień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 114 
2021;czerwiec;2021;maj;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 17 
2021;czerwiec;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 23 094 
2021;czerwiec;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 260 917 
2021;czerwiec;2021;sierpień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 5 921 
2021;lipiec;2021;maj;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 2 
2021;lipiec;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 44 
2021;lipiec;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 32 152 
2021;lipiec;2021;sierpień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 67 574 
2021;sierpień;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 8 
2021;sierpień;2021;sierpień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 5 928 
2021;styczeń;2021;styczeń;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 6 
2021;luty;2021;luty;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 17 
2021;marzec;2021;marzec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 5 
2021;kwiecień;2021;kwiecień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 8 
2021;maj;2021;maj;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 65 
2021;czerwiec;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 738 
2021;lipiec;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 1 696 
2021;sierpień;2021;sierpień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 817 
2020;grudzień;2021;styczeń;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 53 
2021;styczeń;2021;styczeń;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 398 
2021;styczeń;2021;luty;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 2 142 
2021;styczeń;2021;marzec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 17 
2021;styczeń;2021;kwiecień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 2 
2021;styczeń;2021;maj;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;styczeń;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 2 
2021;luty;2021;luty;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 140 
2021;luty;2021;marzec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 272 
2021;luty;2021;maj;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;luty;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;marzec;2021;marzec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 32 
2021;marzec;2021;kwiecień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 348 
2021;marzec;2021;maj;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 91 
2021;marzec;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 3 
2021;kwiecień;2021;kwiecień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 55 
2021;kwiecień;2021;maj;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 1 885 
2021;kwiecień;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 1 437 
2021;kwiecień;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 8 
2021;kwiecień;2021;sierpień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 2 
2021;maj;2021;kwiecień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;maj;2021;maj;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 128 
2021;maj;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 57 204 
2021;maj;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 9 887 
2021;maj;2021;sierpień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 118 
2021;czerwiec;2021;maj;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 13 
2021;czerwiec;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 21 762 
2021;czerwiec;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 244 435 
2021;czerwiec;2021;sierpień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 5 412 
2021;lipiec;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 31 
2021;lipiec;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 32 621 
2021;lipiec;2021;sierpień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 68 587 
2021;sierpień;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 2 
2021;sierpień;2021;lipiec;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 8 
2021;sierpień;2021;sierpień;Pfizer;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;M; 5 805 
2021;czerwiec;2021;lipiec;Pfizer;Druga dawka;11-20 lat;do 14 dni po drugiej dawce;K; 4 
2021;lipiec;2021;lipiec;Pfizer;Druga dawka;11-20 lat;do 14 dni po drugiej dawce;K; 1 
2021;lipiec;2021;sierpień;Pfizer;Druga dawka;11-20 lat;do 14 dni po drugiej dawce;K; 1 
2021;czerwiec;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;do 14 dni po drugiej dawce;M; 1 
2021;styczeń;2021;luty;Pfizer;Druga dawka;11-20 lat;do 14 dni po drugiej dawce;M; 1 
2021;maj;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;do 14 dni po drugiej dawce;M; 2 
2021;czerwiec;2021;lipiec;Pfizer;Druga dawka;11-20 lat;do 14 dni po drugiej dawce;M; 6 
2021;styczeń;2021;luty;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;K; 2 
2021;styczeń;2021;marzec;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;K; 1 
2021;marzec;2021;kwiecień;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;K; 3 
2021;kwiecień;2021;maj;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;K; 1 
2021;kwiecień;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;K; 2 
2021;maj;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;K; 5 
2021;maj;2021;lipiec;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;K; 6 
2021;czerwiec;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;K; 1 
2021;czerwiec;2021;lipiec;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;K; 13 
2021;lipiec;2021;sierpień;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;K; 2 
2021;styczeń;2021;luty;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;M; 2 
2021;marzec;2021;maj;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;M; 2 
2021;kwiecień;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;M; 2 
2021;maj;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;M; 4 
2021;maj;2021;lipiec;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;M; 4 
2021;maj;2021;sierpień;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;M; 1 
2021;czerwiec;2021;lipiec;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;M; 6 
2021;czerwiec;2021;sierpień;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;M; 1 
2021;lipiec;2021;sierpień;Pfizer;Druga dawka;11-20 lat;do 14 dni po pierwszej dawce;M; 1 
2020;grudzień;2021;styczeń;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po drugiej dawce;K; 1 
2021;styczeń;2021;luty;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po drugiej dawce;K; 8 
2021;luty;2021;marzec;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po drugiej dawce;K; 2 
2021;maj;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po drugiej dawce;K; 4 
2021;czerwiec;2021;lipiec;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po drugiej dawce;K; 6 
2020;grudzień;2021;styczeń;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po drugiej dawce;M; 1 
2021;styczeń;2021;luty;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po drugiej dawce;M; 1 
2021;maj;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po drugiej dawce;M; 2 
2021;maj;2021;lipiec;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po drugiej dawce;M; 3 
2021;czerwiec;2021;lipiec;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po drugiej dawce;M; 1 
2021;styczeń;2021;maj;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 1 
2021;luty;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 1 
2021;marzec;2021;maj;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 1 
2021;marzec;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 1 
2021;kwiecień;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 3 
2021;maj;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 3 
2021;maj;2021;lipiec;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 2 
2021;czerwiec;2021;lipiec;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 1 
2021;czerwiec;2021;sierpień;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 8 
2021;marzec;2021;maj;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 3 
2021;maj;2021;czerwiec;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 1 
2021;maj;2021;lipiec;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 1 
2021;czerwiec;2021;lipiec;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 5 
2021;czerwiec;2021;sierpień;Pfizer;Druga dawka;11-20 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 3 
2021;styczeń;2021;styczeń;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 220 
2021;luty;2021;luty;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 459 
2021;marzec;2021;marzec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 56 
2021;kwiecień;2021;kwiecień;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 42 
2021;maj;2021;maj;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 265 
2021;czerwiec;2021;czerwiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 1 331 
2021;lipiec;2021;lipiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 1 364 
2021;sierpień;2021;sierpień;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 595 
2020;grudzień;2021;styczeń;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 2 715 
2020;grudzień;2021;luty;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 34 
2020;grudzień;2021;marzec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 4 
2020;grudzień;2021;maj;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 4 
2020;grudzień;2021;czerwiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;styczeń;2021;styczeń;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 12 290 
2021;styczeń;2021;luty;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 51 525 
2021;styczeń;2021;marzec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 681 
2021;styczeń;2021;kwiecień;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 58 
2021;styczeń;2021;maj;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 27 
2021;styczeń;2021;czerwiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 28 
2021;styczeń;2021;lipiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 27 
2021;styczeń;2021;sierpień;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 6 
2021;luty;2021;styczeń;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 6 
2021;luty;2021;luty;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 2 965 
2021;luty;2021;marzec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 6 580 
2021;luty;2021;kwiecień;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 84 
2021;luty;2021;maj;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 10 
2021;luty;2021;czerwiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 13 
2021;luty;2021;lipiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 6 
2021;luty;2021;sierpień;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 5 
2021;marzec;2021;styczeń;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;marzec;2021;luty;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 4 
2021;marzec;2021;marzec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 666 
2021;marzec;2021;kwiecień;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 3 543 
2021;marzec;2021;maj;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 1 150 
2021;marzec;2021;czerwiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 34 
2021;marzec;2021;lipiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 8 
2021;kwiecień;2021;marzec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 3 
2021;kwiecień;2021;kwiecień;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 290 
2021;kwiecień;2021;maj;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 15 750 
2021;kwiecień;2021;czerwiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 10 482 
2021;kwiecień;2021;lipiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 100 
2021;kwiecień;2021;sierpień;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 29 
2021;maj;2021;kwiecień;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 2 
2021;maj;2021;maj;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 923 
2021;maj;2021;czerwiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 182 539 
2021;maj;2021;lipiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 22 116 
2021;maj;2021;sierpień;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 411 
2021;czerwiec;2021;kwiecień;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 2 
2021;czerwiec;2021;maj;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 41 
2021;czerwiec;2021;czerwiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 16 099 
2021;czerwiec;2021;lipiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 226 697 
2021;czerwiec;2021;sierpień;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 4 643 
2021;lipiec;2021;maj;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 4 
2021;lipiec;2021;czerwiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 27 
2021;lipiec;2021;lipiec;Pfizer;Druga dawka;21-30 lat;Brak pozytywnego wyniku COVID;K; 19 729 
