MIASTO;Region;KOD;KIER;ULICA;P_OD;P_DO;N_OD;N_DO;POD;NOD
TARN”WEK;MAZOWIECKIE;27-350;048;;;;;;     0 ;     0 
TARTAK;MAZOWIECKIE;07-436;029;;;;;;     0 ;     0 
TATARCZYSKO;MAZOWIECKIE;08-470;025;;;;;;     0 ;     0 
TATARY;MAZOWIECKIE;07-420;029;;;;;;     0 ;     0 
TCH”RZEW;MAZOWIECKIE;08-106;025;;;;;;     0 ;     0 
TCH”RZNICA W£OåCIA—SKA;MAZOWIECKIE;08-331;025;;;;;;     0 ;     0 
TCH”RZOWA;MAZOWIECKIE;07-106;025;;;;;;     0 ;     0 
TCZ”W;MAZOWIECKIE;26-706;048;;;;;;     0 ;     0 
TEKLIN;MAZOWIECKIE;05-400;022;;;;;;     0 ;     0 
TEKLIN”W;MAZOWIECKIE;26-400;048;;;;;;     0 ;     0 
TELAKI;MAZOWIECKIE;08-330;025;;;;;;     0 ;     0 
TEODOR”W;MAZOWIECKIE;05-255;022;;;;;;     0 ;     0 
TEODOR”W;MAZOWIECKIE;08-114;025;;;;;;     0 ;     0 
TEOFIL”W;MAZOWIECKIE;08-460;025;;;;;;     0 ;     0 
TERESIN;MAZOWIECKIE;05-340;025;;;;;;     0 ;     0 
TERESIN K SOCHACZEWA;MAZOWIECKIE;96-515;046;;;;;;     0 ;     0 
T CZKI;MAZOWIECKIE;08-111;025;;;;;;     0 ;     0 
T£UBICE;MAZOWIECKIE;09-230;024;;;;;;     0 ;     0 
T£UCZNICE;MAZOWIECKIE;06-425;023;;;;;;     0 ;     0 
T£USTE;MAZOWIECKIE;05-824;022;;;;;;     0 ;     0 
T£USZCZ;MAZOWIECKIE;07-425;029;;;;;;     0 ;     0 
T£USZCZ;MAZOWIECKIE;05-240;022;;;;;;     0 ;     0 
TOBIASZE;MAZOWIECKIE;97-170;046;;;;;;     0 ;     0 
TOBOLICE;MAZOWIECKIE;07-400;029;;;;;;     0 ;     0 
TOCZYSKI PODBORNE;MAZOWIECKIE;08-305;025;;;;;;     0 ;     0 
TOCZYSKI åREDNIE;MAZOWIECKIE;08-305;025;;;;;;     0 ;     0 
TODZIA;MAZOWIECKIE;07-420;029;;;;;;     0 ;     0 
TOKARY;MAZOWIECKIE;08-108;025;;;;;;     0 ;     0 
TOMASZE;MAZOWIECKIE;07-443;029;;;;;;     0 ;     0 
TOMASZEWO;MAZOWIECKIE;09-132;023;;;;;;     0 ;     0 
TOMASZ”W;MAZOWIECKIE;26-640;048;;;;;;     0 ;     0 
TOMASZ”W;MAZOWIECKIE;26-682;048;;;;;;     0 ;     0 
TOMCZYCE;MAZOWIECKIE;05-640;048;;;;;;     0 ;     0 
TOMCZYCE;MAZOWIECKIE;05-620;048;;;;;;     0 ;     0 
TOMCZYN;MAZOWIECKIE;26-902;048;;;;;;     0 ;     0 
TO—CZA;MAZOWIECKIE;07-102;025;;;;;;     0 ;     0 
TO—CZA;MAZOWIECKIE;08-304;025;;;;;;     0 ;     0 
TOPOLNICA;MAZOWIECKIE;07-214;029;;;;;;     0 ;     0 
TOP”LNO;MAZOWIECKIE;09-542;024;;;;;;     0 ;     0 
TOP”R;MAZOWIECKIE;05-320;025;;;;;;     0 ;     0 
TOP”R;MAZOWIECKIE;08-100;025;;;;;;     0 ;     0 
TOP”R;MAZOWIECKIE;07-104;025;;;;;;     0 ;     0 
TOP”R;MAZOWIECKIE;08-113;025;;;;;;     0 ;     0 
TORUNIAK;MAZOWIECKIE;09-305;023;;;;;;     0 ;     0 
TORU— DWORSKI;MAZOWIECKIE;06-130;023;;;;;;     0 ;     0 
TOSIE;MAZOWIECKIE;08-330;025;;;;;;     0 ;     0 
TRABLICE;MAZOWIECKIE;26-624;048;;;;;;     0 ;     0 
TRANSB”R;MAZOWIECKIE;05-333;025;;;;;;     0 ;     0 
TRAWY;MAZOWIECKIE;07-113;025;;;;;;     0 ;     0 
TR•BKI;MAZOWIECKIE;26-806;048;;;;;;     0 ;     0 
TR•BKI;MAZOWIECKIE;08-406;025;;;;;;     0 ;     0 
TREBIE—;MAZOWIECKIE;08-312;025;;;;;;     0 ;     0 
TREBLINKA;MAZOWIECKIE;07-319;029;;;;;;     0 ;     0 
TR BICE DOLNE;MAZOWIECKIE;08-107;025;;;;;;     0 ;     0 
TR BICE G”RNE;MAZOWIECKIE;08-107;025;;;;;;     0 ;     0 
TR BICE STARE;MAZOWIECKIE;08-107;025;;;;;;     0 ;     0 
TR BKI;MAZOWIECKIE;09-551;024;;;;;;     0 ;     0 
TROJAN”W;MAZOWIECKIE;05-316;025;;;;;;     0 ;     0 
TROJAN”W;MAZOWIECKIE;08-455;025;;;;;;     0 ;     0 
TROJANY;MAZOWIECKIE;05-252;022;;;;;;     0 ;     0 
TROSZYN;MAZOWIECKIE;07-405;029;;;;;;     0 ;     0 
TROSZYN POLSKI;MAZOWIECKIE;09-522;024;;;;;;     0 ;     0 
TRYNOSY;MAZOWIECKIE;07-302;029;;;;;;     0 ;     0 
TRZASKI;MAZOWIECKIE;07-414;029;;;;;;     0 ;     0 
TRZASKI;MAZOWIECKIE;06-551;023;;;;;;     0 ;     0 
TRZCIANKA;MAZOWIECKIE;08-470;025;;;;;;     0 ;     0 
TRZCIANKA;MAZOWIECKIE;06-562;023;;;;;;     0 ;     0 
TRZCIANKA;MAZOWIECKIE;06-315;023;;;;;;     0 ;     0 
TRZCIANKA;MAZOWIECKIE;06-461;023;;;;;;     0 ;     0 
TRZCIANKA;MAZOWIECKIE;07-221;029;;;;;;     0 ;     0 
TRZCIANKA;MAZOWIECKIE;08-405;025;;;;;;     0 ;     0 
TRZCIANKA;MAZOWIECKIE;05-604;048;;;;;;     0 ;     0 
TRZCIANKI;MAZOWIECKIE;08-503;025;;;;;;     0 ;     0 
TRZCINIEC;MAZOWIECKIE;08-117;025;;;;;;     0 ;     0 
TRZCINIEC;MAZOWIECKIE;06-540;023;;;;;;     0 ;     0 
TRZCINIEC;MAZOWIECKIE;06-100;023;;;;;;     0 ;     0 
TRZCINIEC DUØY;MAZOWIECKIE;08-330;025;;;;;;     0 ;     0 
TRZCINIEC MA£Y;MAZOWIECKIE;08-330;025;;;;;;     0 ;     0 
TRZEBIE—;MAZOWIECKIE;26-910;048;;;;;;     0 ;     0 
TRZEBIN;MAZOWIECKIE;26-417;048;;;;;;     0 ;     0 
TRZEMCHA DOLNA;MAZOWIECKIE;27-350;048;;;;;;     0 ;     0 
TRZEMCHA G”RNA;MAZOWIECKIE;27-350;048;;;;;;     0 ;     0 
TRZEMUSZKA;MAZOWIECKIE;08-130;025;;;;;;     0 ;     0 
TRZEPOWO;MAZOWIECKIE;09-400;024;;;;;;     0 ;     0 
TRZEPOWO;MAZOWIECKIE;06-114;023;;;;;;     0 ;     0 
TRZEPOWO;MAZOWIECKIE;09-421;024;;;;;;     0 ;     0 
TRZYLATK”W DUØY;MAZOWIECKIE;05-620;048;;;;;;     0 ;     0 
TRZYLATK”W MA£Y;MAZOWIECKIE;05-620;048;;;;;;     0 ;     0 
TUCHLIN;MAZOWIECKIE;07-221;029;;;;;;     0 ;     0 
TU£;MAZOWIECKIE;05-206;022;;;;;;     0 ;     0 
TU£OWICE K SOCHACZEWA;MAZOWIECKIE;05-089;022;;;;;;     0 ;     0 
TUPAD£Y;MAZOWIECKIE;09-210;024;;;;;;     0 ;     0 
TUREK;MAZOWIECKIE;05-313;025;;;;;;     0 ;     0 
TURNA;MAZOWIECKIE;07-120;025;;;;;;     0 ;     0 
TUROWICE;MAZOWIECKIE;05-604;048;;;;;;     0 ;     0 
TUR”W;MAZOWIECKIE;05-230;022;;;;;;     0 ;     0 
TURZA MA£A;MAZOWIECKIE;06-544;023;;;;;;     0 ;     0 
TURZA WIELKA;MAZOWIECKIE;09-414;024;;;;;;     0 ;     0 
TURZA WIELKA;MAZOWIECKIE;06-544;023;;;;;;     0 ;     0 
TURZE;MAZOWIECKIE;07-150;025;;;;;;     0 ;     0 
TURZYN;MAZOWIECKIE;07-221;029;;;;;;     0 ;     0 
TWAROGI;MAZOWIECKIE;07-131;025;;;;;;     0 ;     0 
TWORKI;MAZOWIECKIE;08-112;025;;;;;;     0 ;     0 
TYCZEK;MAZOWIECKIE;07-437;029;;;;;;     0 ;     0 
TYMIANKI OKUNIE;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
TYNICA;MAZOWIECKIE;26-641;048;;;;;;     0 ;     0 
TYSZKI NADBORY;MAZOWIECKIE;07-406;029;;;;;;     0 ;     0 
UCHACZE;MAZOWIECKIE;08-480;025;;;;;;     0 ;     0 
UDRZYN;MAZOWIECKIE;07-308;029;;;;;;     0 ;     0 
UDRZYNEK;MAZOWIECKIE;07-308;029;;;;;;     0 ;     0 
UGNIEWO;MAZOWIECKIE;07-300;029;;;;;;     0 ;     0 
UGORY;MAZOWIECKIE;00-900;022;;;;;;     0 ;     0 
UGOSZCZ;MAZOWIECKIE;07-105;025;;;;;;     0 ;     0 
UGOSZCZ K W GROWA;MAZOWIECKIE;07-105;025;;;;;;     0 ;     0 
UJAZD;MAZOWIECKIE;97-170;046;;;;;;     0 ;     0 
UJAZDOWO;MAZOWIECKIE;06-400;023;;;;;;     0 ;     0 
UJRZAN”W;MAZOWIECKIE;08-100;025;;;;;;     0 ;     0 
ULASEK;MAZOWIECKIE;07-203;029;;;;;;     0 ;     0 
ULASKI;MAZOWIECKIE;07-213;029;;;;;;     0 ;     0 
ULASKI GRZMI•CKIE;MAZOWIECKIE;26-811;048;;;;;;     0 ;     0 
ULATOWO ADAMY;MAZOWIECKIE;06-317;023;;;;;;     0 ;     0 
ULATOWO CZERNIAKI;MAZOWIECKIE;06-323;023;;;;;;     0 ;     0 
ULATOWO POGORZEL;MAZOWIECKIE;06-323;023;;;;;;     0 ;     0 
ULATOWO ZALESIE;MAZOWIECKIE;06-317;023;;;;;;     0 ;     0 
ULENIEC;MAZOWIECKIE;05-652;048;;;;;;     0 ;     0 
UL”W;MAZOWIECKIE;26-812;048;;;;;;     0 ;     0 
UMIAST”W;MAZOWIECKIE;05-850;022;;;;;;     0 ;     0 
UMIENINO;MAZOWIECKIE;09-412;024;;;;;;     0 ;     0 
UNIECK;MAZOWIECKIE;09-136;023;;;;;;     0 ;     0 
UNIERZYØ;MAZOWIECKIE;06-446;023;;;;;;     0 ;     0 
UNIKOWO;MAZOWIECKIE;06-458;023;;;;;;     0 ;     0 
UNIN;MAZOWIECKIE;08-400;025;;;;;;     0 ;     0 
UNISZKI GUMOWSKIE;MAZOWIECKIE;06-513;023;;;;;;     0 ;     0 
UNISZKI ZAWADZKIE;MAZOWIECKIE;06-513;023;;;;;;     0 ;     0 
URBAN”W;MAZOWIECKIE;26-621;048;;;;;;     0 ;     0 
URLE;MAZOWIECKIE;05-281;022;;;;;;     0 ;     0 
URSUS;MAZOWIECKIE;00-900;022;;;;;;     0 ;     0 
URSYN”W;MAZOWIECKIE;26-903;048;;;;;;     0 ;     0 
URZUT;MAZOWIECKIE;05-832;022;;;;;;     0 ;     0 
USTAN”W;MAZOWIECKIE;05-540;022;;;;;;     0 ;     0 
UåCIENIEC;MAZOWIECKIE;08-450;025;;;;;;     0 ;     0 
UåNIAKI;MAZOWIECKIE;08-400;025;;;;;;     0 ;     0 
UTRATA;MAZOWIECKIE;05-170;022;;;;;;     0 ;     0 
UWIELINY;MAZOWIECKIE;05-540;022;;;;;;     0 ;     0 
UZI B£Y;MAZOWIECKIE;08-105;025;;;;;;     0 ;     0 
WACH;MAZOWIECKIE;07-423;029;;;;;;     0 ;     0 
WAC£AW”W;MAZOWIECKIE;26-625;048;;;;;;     0 ;     0 
WACYN;MAZOWIECKIE;26-610;048;;;;;;     0 ;     0 
WALEND”W;MAZOWIECKIE;05-830;022;;;;;;     0 ;     0 
WALENT”W;MAZOWIECKIE;05-307;025;;;;;;     0 ;     0 
WALENTYN”W;MAZOWIECKIE;26-624;048;;;;;;     0 ;     0 
WALENTYN”W;MAZOWIECKIE;27-103;048;;;;;;     0 ;     0 
WALERCIN;MAZOWIECKIE;05-305;025;;;;;;     0 ;     0 
WALERY;MAZOWIECKIE;07-403;029;;;;;;     0 ;     0 
WALIM;MAZOWIECKIE;08-205;083;;;;;;     0 ;     0 
WALISKA;MAZOWIECKIE;05-317;025;;;;;;     0 ;     0 
WA£;MAZOWIECKIE;05-646;048;;;;;;     0 ;     0 
WANDZIN”W;MAZOWIECKIE;26-425;048;;;;;;     0 ;     0 
WARKA;MAZOWIECKIE;05-660;048;;;;;;     0 ;     0 
WARMIAK;MAZOWIECKIE;07-438;029;;;;;;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-841;022;ØEGLARSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-396;022;DWERNICKIEGO J”ZEFA;0;0;27;32765;     0 ;    27 
WARSZAWA;MAZOWIECKIE;04-845;022;DERWIDA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-401;022;GAW DZIARZY;2;18;1;41;     2 ;     1 
WARSZAWA;MAZOWIECKIE;04-843;022;ØURAWIA;94;32764;65;32765;    94 ;    65 
WARSZAWA;MAZOWIECKIE;04-839;022;PATRIOT”W;126;162;0;0;   126 ;     0 
WARSZAWA;MAZOWIECKIE;04-840;022;TOMASZOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-840;022;STRZEGOMSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-840;022;DRWALI;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-844;022;PATRIOT”W;88;124;0;0;    88 ;     0 
WARSZAWA;MAZOWIECKIE;04-838;022;IZBICKA;2;46;1;47;     2 ;     1 
WARSZAWA;MAZOWIECKIE;04-837;022;PRZESIEKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-837;022;OLCHY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-398;022;GROCHOWSKA;250;264;0;0;   250 ;     0 
WARSZAWA;MAZOWIECKIE;04-841;022;PLECIONA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-841;022;TOKARSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-837;022;GIERDAWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-842;022;K•KOLOWA;42;32764;47;32765;    42 ;    47 
WARSZAWA;MAZOWIECKIE;04-400;022;;;;;;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-397;022;KICKIEGO LUDWIKA;10;20;11;15;    10 ;    11 
WARSZAWA;MAZOWIECKIE;04-439;022;KRASICKIEGO JANKA;42;32764;43;32765;    42 ;    43 
WARSZAWA;MAZOWIECKIE;04-432;022;R KAWICZNICZA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-434;022;MOKRY£UG;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-435;022;BUDNICZA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-435;022;PASTUSZK”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-436;022;PUSZKARZY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-437;022;DZIEWANOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-432;022;CZAPNICZA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-438;022;PADEREWSKIEGO IGNACEGO;116;32764;129;32765;   116 ;   129 
WARSZAWA;MAZOWIECKIE;04-431;022;LISTONOSZY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-440;022;CZWARTAK”W;42;82;37;69;    42 ;    37 
WARSZAWA;MAZOWIECKIE;04-441;022;DZIEWIARSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-443;022;PADEREWSKIEGO IGNACEGO;54;114;61;127;    54 ;    61 
WARSZAWA;MAZOWIECKIE;04-444;022;DROGIST”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-858;022;PATRIOT”W;0;0;189;239;     0 ;   189 
WARSZAWA;MAZOWIECKIE;04-650;022;STYLOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-649;022;GARDENII;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-855;022;GLICYNII;24;32764;23;32765;    24 ;    23 
WARSZAWA;MAZOWIECKIE;04-437;022;KRAMARSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-431;022;KAPITA—SKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-847;022;ZAGI TA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-856;022;WIELOSTRONNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-857;022;MR”WCZA;2;50;1;85;     2 ;     1 
WARSZAWA;MAZOWIECKIE;04-430;022;CZWARTAK”W;84;32764;71;32765;    84 ;    71 
WARSZAWA;MAZOWIECKIE;04-658;022;£YSZKOWICKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-658;022;HAJNOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-657;022;W£ADYS£AWA IV;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-432;022;KAPELUSZNICZA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-431;022;BUCHALTERYJNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-859;022;POMOLOGICZNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-655;022;SZALEJOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-654;022;KLIMONTOWSKA;50;32764;57;32765;    50 ;    57 
WARSZAWA;MAZOWIECKIE;04-653;022;WIERCH”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-653;022;SIKORSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-653;022;CIESIELSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-652;022;JAB£ECZNA;18;32764;9;32765;    18 ;     9 
WARSZAWA;MAZOWIECKIE;04-651;022;UROCZA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-651;022;CZYTELNICZA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-656;022;ANTENOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-648;022;SOLIDNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-649;022;B£ KITNA;2;50;1;55;     2 ;     1 
WARSZAWA;MAZOWIECKIE;04-460;022;MEBLOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-461;022;ST ØYCKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-462;022;STRAØACKA;22;90;23;89;    22 ;    23 
WARSZAWA;MAZOWIECKIE;04-463;022;STRAØACKA;2;20;1;21;     2 ;     1 
WARSZAWA;MAZOWIECKIE;04-464;022;CHE£MØY—SKA;130;214;121;201;   130 ;   121 
WARSZAWA;MAZOWIECKIE;04-459;022;SKORPIONA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-459;022;MATECZNIK;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-648;022;RDESTOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-648;022;NAGIETKOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-647;022;WIDOCZNA;2;80;1;83;     2 ;     1 
WARSZAWA;MAZOWIECKIE;04-645;022;PODSTAWOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-859;022;ULANOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-860;022;JANUSZEWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-860;022;JUNAK”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-860;022;POWOJOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-451;022;KORDIANA;2;42;1;33;     2 ;     1 
WARSZAWA;MAZOWIECKIE;04-859;022;S£OTNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-444;022;MADZIAR”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-444;022;MASZTALERSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-445;022;KALETNICZA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-445;022;SZAFARZY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-446;022;ZECERSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-447;022;ROTY;2;20;1;21;     2 ;     1 
WARSZAWA;MAZOWIECKIE;04-460;022;CZWARTAK”W;2;40;1;35;     2 ;     1 
WARSZAWA;MAZOWIECKIE;04-450;022;PADEREWSKIEGO IGNACEGO;2;52;1;59;     2 ;     1 
WARSZAWA;MAZOWIECKIE;04-855;022;BAJKOWA;10;32764;11;32765;    10 ;    11 
WARSZAWA;MAZOWIECKIE;04-452;022;BIA£EGO WIKTORA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-452;022;ORBITY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-453;022;KATIUSZY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-454;022;WIECZORKIEWICZA ANTONIEGO;0;0;1;41;     0 ;     1 
WARSZAWA;MAZOWIECKIE;04-455;022;STRAØACKA;92;32764;91;32765;    92 ;    91 
WARSZAWA;MAZOWIECKIE;04-457;022;ØO£NIERSKA;32;32764;31;32765;    32 ;    31 
WARSZAWA;MAZOWIECKIE;04-458;022;CHE£MØY—SKA;216;32764;203;32765;   216 ;   203 
WARSZAWA;MAZOWIECKIE;04-459;022;GWARK”W;10;32764;7;32765;    10 ;     7 
WARSZAWA;MAZOWIECKIE;04-448;022;KRASICKIEGO JANKA;2;40;1;41;     2 ;     1 
WARSZAWA;MAZOWIECKIE;04-412;022;GAW DZIARZY;20;32764;43;32765;    20 ;    43 
WARSZAWA;MAZOWIECKIE;04-417;022;SZTUKATORSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-409;022;MARKIETANKI;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-845;022;ØO£ DZIOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-846;022;LAWINOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-409;022;POS£A—C”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-410;022;KOMINIARSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-410;022;PRZEW£OCKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-408;022;RASZTOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-410;022;SZATKOWNIK”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-408;022; LIPCA;22;22;0;0;    22 ;     0 
WARSZAWA;MAZOWIECKIE;04-412;022;WIECZORKIEWICZA ANTONIEGO;54;32764;0;0;    54 ;     0 
WARSZAWA;MAZOWIECKIE;04-413;022;FIZYK”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-413;022;G”RNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-413;022;HAUBICY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-414;022;WIECZORKIEWICZA ANTONIEGO;0;0;43;32765;     0 ;    43 
WARSZAWA;MAZOWIECKIE;04-416;022;BOMBARDIER”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-416;022;STRYCHARSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-856;022;£OSICKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-410;022;SOBIBORSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-402;022;KONWISARSKA;2;50;1;49;     2 ;     1 
WARSZAWA;MAZOWIECKIE;04-401;022;WIECZORKIEWICZA ANTONIEGO;2;52;0;0;     2 ;     0 
WARSZAWA;MAZOWIECKIE;04-409;022;BU£AWY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-402;022;FISZERA STANIS£AWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-418;022;KORDIANA;44;32764;35;32765;    44 ;    35 
WARSZAWA;MAZOWIECKIE;04-402;022;PRZEBIEG;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-403;022;DZIEWOS£ BY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-403;022;ESKULAP”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-404;022;PLUTONOWYCH;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-404;022;REPUBLIKA—SKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-404;022;U£A—SKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-406;022;CYRULIK”W;102;32764;105;32765;   102 ;   105 
WARSZAWA;MAZOWIECKIE;04-407;022;KONWISARSKA;52;32764;51;32765;    52 ;    51 
WARSZAWA;MAZOWIECKIE;04-402;022;CYRULIK”W;38;100;37;103;    38 ;    37 
WARSZAWA;MAZOWIECKIE;04-660;022;SADULSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-417;022;PIELGRZYM”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-852;022;PATRIOT”W;0;0;241;269;     0 ;   241 
WARSZAWA;MAZOWIECKIE;04-853;022;BORKOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-853;022;MONTAØOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-853;022;SKWIERZY—SKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-853;022;ZAGAJNIKOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-854;022;KLIMATYCZNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-424;022;KAMASZNICZA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-661;022;WIDOCZNA;82;32764;85;32765;    82 ;    85 
WARSZAWA;MAZOWIECKIE;04-424;022;JERZEGO;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-659;022;WYLOTOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-425;022;KANONIERSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-854;022;ØELECHOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-425;022;PILARZY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;04-426;022;KADROWA;60;32764;41;32765;    60 ;    41 
